	Time	Time (s)	Distance [m]	Internal Batte [V]	Datalogger_Tem [°C]	Battery [V]	GPS_Speed [km/h]	GPS_Nsat [#]	GPS_LatAcc [g]	GPS_LonAcc [g]	GPS_Slope [deg]	GPS_Heading [deg]	GPS_Gyro [deg/s]	GPS_Altitude [m]	GPS_PosAccuracy [m]	
		59.800	1836.98	3.872	-273.150	0.000	76.412	10.000	-1.939	0.136	-0.410	32.061	-46.952	170.000	1.956	
		59.900	1839.11	3.872	-273.150	0.000	77.215	10.000	-1.910	0.195	-0.415	28.256	-45.800	170.000	1.965	
		60.000	1841.28	3.872	-273.150	0.000	78.295	10.000	-1.844	0.232	-0.415	24.430	-43.566	170.000	1.970	
		60.100	1843.46	3.872	-273.150	0.000	79.186	10.000	-1.762	0.246	-0.412	20.670	-41.035	170.000	1.975	
		60.200	1845.68	3.872	-273.150	0.000	80.140	10.000	-1.675	0.247	-0.394	16.914	-38.518	170.000	1.985	
		60.300	1847.91	3.872	-273.150	0.000	81.077	10.000	-1.590	0.240	-0.359	13.246	-36.176	170.000	1.990	
		60.400	1850.18	3.872	-273.150	0.000	81.553	10.000	-1.512	0.229	-0.304	9.616	-34.090	170.000	1.990	
		60.500	1852.43	3.872	-273.150	0.000	82.016	10.000	-1.446	0.220	-0.224	6.143	-32.386	170.000	1.995	
		60.600	1854.73	3.872	-273.150	0.000	82.816	10.000	-1.394	0.213	-0.112	2.776	-31.053	170.000	2.000	
		60.700	1857.06	3.872	-273.150	0.000	83.616	10.000	-1.356	0.206	0.014	-0.435	-30.098	170.000	2.000	
		60.800	1859.38	3.872	-273.150	0.000	84.408	10.000	-1.334	0.200	0.124	-3.438	-29.514	170.000	2.005	
		60.900	1861.74	3.872	-273.150	0.000	85.157	10.000	-1.330	0.193	0.236	-6.260	-29.323	170.000	2.015	
		61.000	1864.11	3.872	-273.150	0.000	85.850	10.000	-1.350	0.189	0.315	-8.800	-29.678	170.000	2.020	
		61.100	1866.51	3.872	-273.150	0.000	86.500	10.000	-1.386	0.192	0.338	-11.121	-30.469	170.000	2.030	
		61.200	1868.90	3.872	-273.150	0.000	87.094	10.000	-1.426	0.205	0.341	-13.198	-31.309	170.000	2.040	
		61.300	1871.34	3.872	-273.150	0.000	87.792	10.000	-1.458	0.228	0.319	-15.068	-31.864	170.000	2.045	
		61.400	1873.78	3.872	-273.150	0.000	88.632	10.000	-1.464	0.256	0.262	-16.628	-31.730	170.000	2.050	
		61.500	1876.27	3.872	-273.150	0.000	89.580	10.000	-1.427	0.279	0.210	-17.827	-30.452	170.000	2.050	
		61.600	1878.76	3.872	-273.150	0.000	90.617	10.000	-1.343	0.281	0.200	-18.712	-28.068	170.000	2.050	
		61.700	1881.30	3.872	-273.150	0.000	91.670	10.000	-1.217	0.256	0.217	-19.394	-24.903	170.000	2.045	
		61.800	1883.87	3.872	-273.150	0.000	92.576	10.000	-1.052	0.198	0.246	-19.876	-21.104	170.000	2.040	
		61.900	1886.44	3.872	-273.150	0.000	93.368	10.000	-0.854	0.104	0.290	-20.150	-16.811	170.460	2.040	
		62.000	1889.04	3.872	-273.150	0.000	93.662	10.000	-0.624	-0.028	0.337	-20.205	-12.130	171.000	2.035	
		62.100	1891.61	3.872	-273.150	0.000	93.185	10.000	-0.374	-0.185	0.368	-20.039	-7.267	171.000	2.030	
		62.200	1894.17	3.872	-273.150	0.000	92.305	10.000	-0.110	-0.352	0.397	-19.665	-2.034	171.000	2.030	
		62.300	1896.67	3.872	-273.150	0.000	90.864	10.000	0.152	-0.508	0.420	-19.092	3.371	171.000	2.034	
		62.400	1899.13	3.872	-273.150	0.000	88.436	10.000	0.401	-0.630	0.420	-18.277	8.622	171.000	2.040	
		62.500	1901.48	3.872	-273.150	0.000	85.711	10.000	0.623	-0.701	0.392	-17.186	13.566	171.000	2.040	
		62.600	1903.79	3.872	-273.150	0.000	83.239	10.000	0.824	-0.722	0.353	-15.785	18.795	171.000	2.044	
		62.700	1906.01	3.872	-273.150	0.000	80.566	10.000	0.991	-0.702	0.305	-14.290	23.713	171.000	2.050	
		62.800	1908.18	3.872	-273.150	0.000	78.076	10.000	1.100	-0.649	0.261	-13.015	27.430	171.000	2.050	
		62.900	1910.27	3.872	-273.150	0.000	75.939	10.000	1.170	-0.581	0.227	-11.978	30.175	171.000	2.050	
		63.000	1912.32	3.872	-273.150	0.000	74.085	10.000	1.232	-0.501	0.178	-10.848	32.704	171.000	2.058	
		63.100	1914.34	3.872	-273.150	0.000	72.626	9.590	1.278	-0.402	0.110	-9.601	34.863	171.000	2.078	
		63.200	1916.30	3.872	-273.150	0.000	71.400	9.000	1.321	-0.301	0.030	-8.087	36.762	171.000	2.094	
		63.300	1918.26	3.872	-273.150	0.000	70.560	9.000	1.358	-0.195	-0.088	-5.731	37.972	171.000	2.104	
		63.400	1920.19	3.872	-273.150	0.000	70.161	9.000	1.379	-0.098	-0.238	-2.630	38.164	171.000	2.110	
		63.500	1922.14	3.872	-273.150	0.000	70.022	9.000	1.383	-0.028	-0.375	0.835	37.635	171.000	2.110	
		63.600	1924.06	3.872	-273.150	0.000	70.014	9.380	1.388	0.011	-0.482	4.552	37.034	171.000	2.114	
		63.700	1926.02	3.872	-273.150	0.000	70.314	10.000	1.400	0.021	-0.574	8.522	36.649	171.000	2.120	
		63.800	1927.95	3.872	-273.150	0.000	70.463	10.000	1.424	0.008	-0.604	12.627	36.773	171.000	2.124	
		63.900	1929.91	3.872	-273.150	0.000	70.382	10.000	1.460	-0.014	-0.565	16.905	37.487	171.000	2.130	
		64.000	1931.84	3.872	-273.150	0.000	70.332	10.000	1.501	-0.029	-0.503	21.221	38.582	171.000	2.130	
		64.100	1933.79	3.872	-273.150	0.000	70.156	10.000	1.532	-0.028	-0.453	25.606	39.663	171.000	2.137	
		64.200	1935.71	3.872	-273.150	0.000	69.830	10.000	1.543	-0.013	-0.406	29.904	40.209	171.000	2.150	
		64.300	1937.65	3.872	-273.150	0.000	69.735	10.000	1.533	0.013	-0.358	34.122	40.052	171.000	2.153	
		64.400	1939.59	3.872	-273.150	0.000	69.870	10.000	1.506	0.041	-0.350	38.171	39.313	171.000	2.163	
		64.500	1941.52	3.872	-273.150	0.000	70.102	10.000	1.473	0.065	-0.413	42.051	38.367	170.660	2.173	
		64.600	1943.48	3.872	-273.150	0.000	70.402	10.000	1.445	0.081	-0.501	45.939	37.529	170.000	2.180	
		64.700	1945.42	3.872	-273.150	0.000	70.699	10.000	1.428	0.094	-0.586	49.762	37.007	170.000	2.183	
		64.800	1947.39	3.872	-273.150	0.000	71.032	10.000	1.422	0.105	-0.645	53.597	36.815	170.000	2.190	
		64.900	1949.36	3.872	-273.150	0.000	71.460	10.000	1.427	0.119	-0.675	57.379	36.911	170.000	2.190	
		65.000	1951.36	3.872	-273.150	0.000	71.960	10.000	1.440	0.137	-0.693	61.169	37.185	170.000	2.190	
		65.100	1953.35	3.872	-273.150	0.000	72.455	10.000	1.453	0.161	-0.662	64.876	37.446	170.000	2.190	
		65.200	1955.37	3.872	-273.150	0.000	72.986	10.000	1.463	0.188	-0.581	68.574	37.505	170.000	2.190	
		65.300	1957.40	3.872	-273.150	0.000	73.670	10.000	1.466	0.216	-0.445	72.187	37.323	170.000	2.190	
		65.400	1959.47	3.872	-273.150	0.000	74.570	10.000	1.464	0.243	-0.278	75.770	36.904	170.000	2.190	
		65.500	1961.55	3.872	-273.150	0.000	75.490	10.000	1.456	0.264	-0.144	79.229	36.274	170.000	2.190	
		65.600	1963.68	3.872	-273.150	0.000	76.519	10.000	1.444	0.280	-0.040	82.644	35.541	170.000	2.190	
		65.700	1965.83	3.872	-273.150	0.000	77.619	10.000	1.433	0.292	0.037	85.981	34.814	170.000	2.193	
		65.800	1967.99	3.872	-273.150	0.000	78.652	10.000	1.422	0.302	0.107	89.215	34.117	170.000	2.200	
		65.900	1970.20	3.872	-273.150	0.000	79.552	10.000	1.412	0.309	0.175	92.401	33.449	170.000	2.200	
		66.000	1972.42	3.872	-273.150	0.000	80.497	10.000	1.403	0.313	0.223	95.470	32.842	170.000	2.200	
		66.100	1974.69	3.872	-273.150	0.000	81.651	10.000	1.394	0.314	0.257	98.470	32.259	170.000	2.197	
		66.200	1976.97	3.872	-273.150	0.000	82.912	10.000	1.386	0.312	0.275	101.348	31.720	170.000	2.190	
		66.300	1979.30	3.872	-273.150	0.000	84.086	10.000	1.375	0.306	0.298	104.145	31.193	170.000	2.190	
		66.400	1981.64	3.872	-273.150	0.000	85.175	10.000	1.360	0.299	0.301	106.788	30.625	170.000	2.190	
		66.500	1984.04	3.872	-273.150	0.000	86.250	10.000	1.335	0.289	0.237	109.309	29.863	170.000	2.193	
		66.600	1986.44	3.872	-273.150	0.000	87.216	10.000	1.301	0.279	0.153	111.628	28.923	170.000	2.200	
		66.700	1988.89	3.872	-273.150	0.000	88.116	10.000	1.258	0.268	0.077	113.798	27.847	170.000	2.202	
		66.800	1991.33	3.872	-273.150	0.000	89.007	10.000	1.212	0.257	0.017	115.775	26.702	170.230	2.210	
		66.900	1993.83	3.872	-273.150	0.000	89.907	10.000	1.161	0.247	-0.032	117.582	25.515	171.000	2.210	
		67.000	1996.35	3.872	-273.150	0.000	90.807	10.000	1.108	0.242	-0.063	119.162	24.325	171.000	2.212	
		67.100	1998.87	3.872	-273.150	0.000	91.654	10.000	1.050	0.244	-0.060	120.492	23.042	171.000	2.220	
		67.200	2001.44	3.872	-273.150	0.000	92.354	10.000	0.985	0.254	-0.048	121.636	21.571	171.000	2.220	
		67.300	2004.00	3.872	-273.150	0.000	93.110	10.000	0.907	0.270	-0.034	122.559	19.855	171.000	2.218	
		67.400	2006.61	3.872	-273.150	0.000	94.110	10.000	0.811	0.290	-0.044	123.290	17.690	171.000	2.206	
		67.500	2009.23	3.872	-273.150	0.000	95.140	10.000	0.692	0.309	-0.090	123.787	14.976	171.000	2.190	
		67.600	2011.91	3.872	-273.150	0.000	96.320	10.000	0.546	0.321	-0.144	124.057	11.735	171.000	2.186	
		67.700	2014.58	3.872	-273.150	0.000	97.409	10.000	0.379	0.325	-0.208	124.136	8.140	171.000	2.168	
		67.800	2017.32	3.872	-273.150	0.000	98.509	10.000	0.191	0.323	-0.280	124.032	4.114	171.000	2.160	
		67.900	2020.06	3.872	-273.150	0.000	99.616	10.000	-0.014	0.312	-0.378	123.750	-0.154	171.000	2.158	
		68.000	2022.86	3.872	-273.150	0.000	100.780	10.000	-0.231	0.293	-0.531	123.277	-4.552	170.820	2.148	
		68.100	2025.69	3.872	-273.150	0.000	101.780	10.000	-0.445	0.268	-0.647	122.611	-8.776	170.000	2.140	
		68.200	2028.51	3.872	-273.150	0.000	102.770	10.000	-0.646	0.243	-0.731	121.816	-12.604	170.000	2.138	
		68.300	2031.39	3.872	-273.150	0.000	103.719	10.000	-0.831	0.216	-0.784	120.876	-16.037	170.000	2.130	
		68.400	2034.26	3.872	-273.150	0.000	104.444	10.000	-0.995	0.191	-0.808	119.810	-19.011	170.000	2.130	
		68.500	2037.19	3.872	-273.150	0.000	105.280	10.000	-1.137	0.169	-0.806	118.596	-21.578	170.000	2.128	
		68.600	2040.10	3.872	-273.150	0.000	105.760	10.000	-1.248	0.151	-0.793	117.267	-23.560	170.000	2.120	
		68.700	2043.05	3.872	-273.150	0.000	106.175	10.000	-1.331	0.143	-0.769	115.834	-25.017	170.000	2.118	
		68.800	2045.98	3.872	-273.150	0.000	106.670	10.000	-1.387	0.144	-0.742	114.338	-25.948	170.000	2.110	
		68.900	2048.96	3.872	-273.150	0.000	107.156	10.000	-1.415	0.158	-0.735	112.758	-26.388	170.000	2.110	
		69.000	2051.91	3.872	-273.150	0.000	107.591	10.000	-1.414	0.183	-0.787	111.135	-26.226	170.000	2.109	
		69.100	2054.92	3.872	-273.150	0.000	108.291	10.000	-1.382	0.213	-0.803	109.484	-25.522	170.000	2.100	
		69.200	2057.92	3.872	-273.150	0.000	109.008	10.000	-1.329	0.242	-0.813	107.852	-24.363	170.000	2.100	
		69.300	2060.97	3.872	-273.150	0.000	109.920	10.000	-1.256	0.264	-0.812	106.219	-22.815	170.000	2.100	
		69.400	2064.06	3.872	-273.150	0.000	110.932	10.000	-1.171	0.276	-0.800	104.634	-21.013	170.000	2.100	
		69.500	2067.14	3.872	-273.150	0.000	112.010	10.000	-1.085	0.276	-0.783	103.133	-19.303	170.000	2.099	
		69.600	2070.28	3.872	-273.150	0.000	112.999	10.000	-1.004	0.266	-0.766	101.688	-17.717	170.000	2.090	
		69.700	2073.41	3.872	-273.150	0.000	113.880	10.000	-0.927	0.251	-0.756	100.346	-16.294	170.000	2.089	
		69.800	2076.59	3.872	-273.150	0.000	114.680	10.000	-0.855	0.233	-0.750	99.073	-14.930	170.000	2.080	
		69.900	2079.77	3.872	-273.150	0.000	115.445	10.000	-0.785	0.216	-0.744	97.914	-13.689	170.000	2.080	
		70.000	2082.99	3.872	-273.150	0.000	115.972	10.000	-0.716	0.202	-0.738	96.847	-12.489	170.000	2.079	
		70.100	2086.20	3.872	-273.150	0.000	116.740	10.000	-0.638	0.198	-0.726	95.901	-11.192	170.000	2.069	
		70.200	2089.46	3.872	-273.150	0.000	117.256	10.000	-0.545	0.204	-0.708	95.039	-9.563	170.000	2.059	
		70.300	2092.70	3.872	-273.150	0.000	117.963	10.000	-0.439	0.218	-0.686	94.284	-7.642	169.930	2.050	
		70.400	2096.00	3.872	-273.150	0.000	118.863	10.000	-0.325	0.234	-0.670	93.604	-5.524	169.000	2.050	
		70.500	2099.29	3.872	-273.150	0.000	119.760	10.000	-0.216	0.246	-0.666	93.031	-3.612	169.000	2.049	
		70.600	2102.65	3.872	-273.150	0.000	120.754	10.000	-0.121	0.251	-0.604	92.554	-1.955	169.000	2.039	
		70.700	2106.03	3.872	-273.150	0.000	121.654	10.000	-0.042	0.252	-0.554	92.146	-0.579	169.000	2.029	
		70.800	2109.40	3.872	-273.150	0.000	122.545	10.000	0.018	0.250	-0.520	91.808	0.424	169.000	2.020	
		70.900	2112.83	3.872	-273.150	0.000	123.440	10.000	0.059	0.246	-0.504	91.526	1.071	169.000	2.020	
		71.000	2116.24	3.872	-273.150	0.000	124.232	10.000	0.080	0.241	-0.499	91.324	1.380	169.000	2.020	
		71.100	2119.72	3.872	-273.150	0.000	125.036	10.000	0.087	0.236	-0.516	91.177	1.466	169.000	2.010	
		71.200	2123.18	3.872	-273.150	0.000	125.924	10.000	0.085	0.231	-0.534	91.076	1.417	169.000	2.010	
		71.300	2126.70	3.872	-273.150	0.000	126.724	10.000	0.079	0.227	-0.568	91.032	1.257	169.000	2.000	
		71.400	2130.21	3.872	-273.150	0.000	127.516	10.000	0.069	0.223	-0.608	91.021	1.098	169.000	2.000	
		71.500	2133.77	3.872	-273.150	0.000	128.314	10.000	0.061	0.220	-0.641	91.056	0.939	169.000	2.000	
		71.600	2137.32	3.872	-273.150	0.000	129.008	10.000	0.057	0.217	-0.613	91.113	0.871	169.000	2.000	
		71.700	2140.92	3.872	-273.150	0.000	129.807	10.000	0.056	0.214	-0.596	91.182	0.849	169.000	1.990	
		71.800	2144.51	3.872	-273.150	0.000	130.500	10.000	0.059	0.212	-0.590	91.261	0.895	169.000	1.990	
		71.900	2148.16	3.872	-273.150	0.000	131.300	10.000	0.066	0.211	-0.578	91.353	0.986	169.000	1.980	
		72.000	2151.83	3.872	-273.150	0.000	132.000	10.000	0.075	0.210	-0.567	91.433	1.147	169.000	1.980	
		72.100	2155.48	3.872	-273.150	0.000	132.792	10.000	0.085	0.210	-0.550	91.501	1.306	169.000	1.970	
		72.200	2159.19	3.872	-273.150	0.000	133.493	10.000	0.092	0.209	-0.527	91.570	1.421	169.000	1.970	
		72.300	2162.88	3.872	-273.150	0.000	134.284	10.000	0.096	0.208	-0.504	91.638	1.489	169.000	1.960	
		72.400	2166.63	3.872	-273.150	0.000	134.986	10.000	0.094	0.207	-0.476	91.684	1.468	169.000	1.960	
		72.500	2170.36	3.872	-273.150	0.000	135.679	10.000	0.087	0.205	-0.442	91.730	1.312	169.000	1.960	
		72.600	2174.15	3.872	-273.150	0.000	136.379	10.000	0.075	0.201	-0.413	91.764	1.129	169.000	1.950	
		72.700	2177.92	3.872	-273.150	0.000	137.072	10.000	0.059	0.197	-0.396	91.798	0.904	169.000	1.950	
		72.800	2181.75	3.872	-273.150	0.000	137.772	10.000	0.042	0.193	-0.390	91.822	0.653	169.000	1.940	
		72.900	2185.56	3.872	-273.150	0.000	138.465	10.000	0.030	0.189	-0.384	91.834	0.447	169.000	1.940	
		73.000	2189.42	3.872	-273.150	0.000	139.165	10.000	0.018	0.186	-0.373	91.845	0.262	168.050	1.940	
		73.100	2193.27	3.872	-273.150	0.000	139.858	10.000	0.006	0.183	-0.372	91.856	0.081	168.000	1.940	
		73.200	2197.17	3.872	-273.150	0.000	140.464	10.000	-0.006	0.179	-0.367	91.868	-0.103	168.000	1.940	
		73.300	2201.09	3.872	-273.150	0.000	140.970	10.000	-0.017	0.176	-0.366	91.879	-0.265	168.000	1.940	
		73.400	2204.97	3.872	-273.150	0.000	141.279	10.000	-0.026	0.174	-0.361	91.891	-0.402	168.000	1.940	
		73.500	2208.90	3.872	-273.150	0.000	141.579	10.000	-0.035	0.170	-0.350	91.902	-0.518	168.000	1.940	
		73.600	2212.81	3.872	-273.150	0.000	141.876	10.000	-0.042	0.168	-0.355	91.903	-0.632	168.000	1.940	
		73.700	2216.75	3.872	-273.150	0.000	142.084	10.000	-0.049	0.165	-0.355	91.913	-0.725	168.000	1.940	
		73.800	2220.68	3.872	-273.150	0.000	142.737	10.000	-0.058	0.162	-0.402	91.914	-0.879	168.000	1.940	
		73.900	2224.68	3.872	-273.150	0.000	143.892	10.000	-0.060	0.158	-0.469	91.914	-0.872	168.000	1.940	
		74.000	2228.66	3.872	-273.150	0.000	144.900	10.000	-0.047	0.156	-0.481	91.883	-0.664	168.000	1.940	
		74.100	2232.70	3.872	-273.150	0.000	145.540	10.000	-0.035	0.156	-0.450	91.849	-0.517	168.000	1.940	
		74.200	2236.72	3.872	-273.150	0.000	146.134	10.000	-0.026	0.155	-0.396	91.825	-0.361	168.000	1.940	
		74.300	2240.80	3.872	-273.150	0.000	146.734	10.000	-0.017	0.154	-0.328	91.792	-0.241	168.000	1.940	
		74.400	2244.89	3.872	-273.150	0.000	147.245	10.000	-0.010	0.151	-0.244	91.758	-0.126	168.000	1.940	
		74.500	2248.95	3.872	-273.150	0.000	147.740	10.000	-0.006	0.149	-0.184	91.724	-0.073	168.000	1.940	
		74.509	2249.32	3.872	-273.150	0.000	147.785	10.000	-0.006	0.149	-0.179	91.721	-0.069	168.000	1.940	
Lap: 9	 01.14.411	0.000	-0.00	3.872	-273.150	0.000	147.785	10.000	-0.006	0.149	-0.179	91.721	-0.069	168.000	1.940	
		0.100	4.12	3.872	-273.150	0.000	148.285	10.000	-0.006	0.145	-0.172	91.697	-0.068	168.000	1.940	
		0.200	8.25	3.872	-273.150	0.000	148.882	10.000	-0.009	0.141	-0.161	91.663	-0.112	168.000	1.940	
		0.300	12.40	3.872	-273.150	0.000	149.385	10.000	-0.014	0.137	-0.149	91.640	-0.203	168.000	1.940	
		0.400	16.57	3.872	-273.150	0.000	149.885	10.000	-0.021	0.134	-0.132	91.606	-0.294	168.000	1.950	
		0.500	20.78	3.872	-273.150	0.000	150.194	10.000	-0.029	0.134	-0.126	91.571	-0.409	168.000	1.950	
		0.600	24.97	3.872	-273.150	0.000	150.690	10.000	-0.032	0.137	-0.131	91.526	-0.457	168.000	1.950	
		0.700	29.17	3.872	-273.150	0.000	151.190	10.000	-0.031	0.141	-0.143	91.469	-0.458	168.000	1.950	
		0.800	33.38	3.872	-273.150	0.000	151.690	10.000	-0.026	0.145	-0.160	91.389	-0.368	168.000	1.950	
		0.900	37.61	3.872	-273.150	0.000	152.190	10.000	-0.015	0.148	-0.183	91.286	-0.231	168.000	1.950	
		1.000	41.85	3.872	-273.150	0.000	152.788	10.000	-0.002	0.148	-0.206	91.161	-0.049	168.000	1.950	
		1.100	46.11	3.872	-273.150	0.000	153.290	10.000	0.011	0.145	-0.229	91.001	0.135	168.000	1.950	
		1.200	50.39	3.872	-273.150	0.000	153.888	10.000	0.020	0.142	-0.246	90.829	0.296	168.000	1.950	
		1.300	54.72	3.872	-273.150	0.000	154.395	10.000	0.023	0.137	-0.258	90.633	0.344	168.000	1.950	
		1.400	59.02	3.872	-273.150	0.000	154.796	10.000	0.017	0.133	-0.263	90.427	0.277	168.000	1.950	
		1.500	63.33	3.872	-273.150	0.000	155.196	10.000	-0.005	0.129	-0.275	90.209	0.004	168.000	1.950	
		1.600	67.65	3.872	-273.150	0.000	155.695	10.000	-0.044	0.125	-0.269	89.980	-0.498	168.000	1.950	
		1.700	71.99	3.872	-273.150	0.000	156.096	10.000	-0.099	0.121	-0.229	89.751	-1.207	168.000	1.950	
		1.800	76.34	3.872	-273.150	0.000	156.595	10.000	-0.166	0.117	-0.178	89.510	-2.099	168.000	1.940	
		1.900	80.70	3.872	-273.150	0.000	156.996	10.000	-0.244	0.112	-0.143	89.258	-3.129	168.000	1.940	
		2.000	85.07	3.872	-273.150	0.000	157.396	10.000	-0.325	0.105	-0.132	89.006	-4.205	168.000	1.940	
		2.100	89.50	3.872	-273.150	0.000	157.700	10.000	-0.399	0.098	-0.149	88.740	-5.202	168.000	1.930	
		2.200	93.89	3.872	-273.150	0.000	158.100	10.000	-0.454	0.092	-0.183	88.465	-5.935	168.000	1.930	
		2.300	98.29	3.872	-273.150	0.000	158.400	10.000	-0.487	0.088	-0.240	88.167	-6.370	168.000	1.930	
		2.400	102.70	3.872	-273.150	0.000	158.700	10.000	-0.493	0.084	-0.309	87.869	-6.439	168.000	1.930	
		2.500	107.11	3.872	-273.150	0.000	159.000	10.000	-0.467	0.082	-0.401	87.560	-6.073	168.000	1.930	
		2.600	111.54	3.872	-273.150	0.000	159.300	10.000	-0.414	0.079	-0.470	87.228	-5.316	168.000	1.920	
		2.700	115.97	3.872	-273.150	0.000	159.500	10.000	-0.350	0.076	-0.504	86.895	-4.445	168.000	1.920	
		2.800	120.41	3.872	-273.150	0.000	159.800	10.000	-0.285	0.074	-0.527	86.551	-3.552	168.000	1.910	
		2.900	124.85	3.872	-273.150	0.000	160.000	10.000	-0.227	0.071	-0.561	86.196	-2.749	168.000	1.910	
		3.000	129.35	3.872	-273.150	0.000	160.302	10.000	-0.189	0.071	-0.602	85.849	-2.244	168.000	1.910	
		3.100	133.81	3.872	-273.150	0.000	160.503	10.000	-0.177	0.075	-0.636	85.517	-2.109	168.000	1.900	
		3.200	138.28	3.872	-273.150	0.000	160.802	10.000	-0.184	0.079	-0.670	85.185	-2.202	168.000	1.900	
		3.300	142.75	3.872	-273.150	0.000	161.003	10.000	-0.206	0.082	-0.693	84.876	-2.478	167.990	1.890	
		3.400	147.23	3.872	-273.150	0.000	161.302	10.000	-0.235	0.083	-0.710	84.589	-2.868	167.000	1.890	
		3.500	151.72	3.872	-273.150	0.000	161.502	10.000	-0.264	0.072	-0.728	84.314	-3.232	167.000	1.890	
		3.600	156.21	3.872	-273.150	0.000	161.704	10.000	-0.284	0.040	-0.733	84.062	-3.415	167.000	1.890	
		3.700	160.71	3.872	-273.150	0.000	162.101	10.000	-0.292	-0.019	-0.733	83.822	-3.505	167.000	1.890	
		3.800	165.26	3.872	-273.150	0.000	162.186	10.000	-0.288	-0.112	-0.733	83.602	-3.432	167.000	1.880	
		3.900	169.75	3.872	-273.150	0.000	161.490	10.000	-0.272	-0.239	-0.739	83.396	-3.201	167.000	1.880	
		4.000	174.22	3.872	-273.150	0.000	160.960	10.000	-0.246	-0.406	-0.751	83.190	-2.880	167.000	1.880	
		4.100	178.63	3.872	-273.150	0.000	158.952	10.000	-0.213	-0.599	-0.768	82.983	-2.512	167.000	1.870	
		4.200	182.98	3.872	-273.150	0.000	156.540	10.000	-0.175	-0.800	-0.785	82.777	-2.098	167.000	1.870	
		4.300	187.25	3.872	-273.150	0.000	153.522	10.000	-0.136	-0.994	-0.797	82.547	-1.640	167.000	1.870	
		4.400	191.40	3.872	-273.150	0.000	149.574	10.000	-0.097	-1.157	-0.814	82.295	-1.183	167.000	1.870	
		4.500	195.38	3.872	-273.150	0.000	143.318	10.000	-0.065	-1.245	-0.825	82.019	-0.774	167.000	1.870	
		4.600	199.29	3.872	-273.150	0.000	139.177	10.000	-0.048	-1.243	-0.831	81.693	-0.572	167.000	1.870	
		4.700	203.04	3.872	-273.150	0.000	135.080	10.000	-0.044	-1.200	-0.836	81.325	-0.577	167.000	1.860	
		4.800	206.68	3.872	-273.150	0.000	131.086	10.000	-0.051	-1.138	-0.836	80.923	-0.740	167.000	1.860	
		4.900	210.22	3.872	-273.150	0.000	127.304	10.000	-0.065	-1.080	-0.836	80.462	-0.995	166.970	1.850	
		5.000	213.66	3.872	-273.150	0.000	124.092	10.000	-0.086	-1.037	-0.836	79.932	-1.343	166.000	1.850	
		5.100	217.01	3.872	-273.150	0.000	120.492	10.000	-0.113	-1.015	-0.836	79.311	-1.828	166.000	1.840	
		5.200	220.26	3.872	-273.150	0.000	116.898	10.000	-0.145	-1.004	-0.836	78.598	-2.451	166.000	1.840	
		5.300	223.41	3.872	-273.150	0.000	113.492	10.000	-0.185	-1.000	-0.842	77.792	-3.213	166.000	1.830	
		5.400	226.46	3.872	-273.150	0.000	109.883	10.000	-0.233	-0.996	-0.854	76.872	-4.162	166.000	1.830	
		5.500	229.43	3.872	-273.150	0.000	105.960	10.000	-0.295	-0.986	-0.865	75.811	-5.452	166.000	1.830	
		5.600	232.28	3.872	-273.150	0.000	102.472	10.000	-0.372	-0.968	-0.877	74.591	-7.141	166.000	1.820	
		5.700	235.04	3.872	-273.150	0.000	99.272	10.000	-0.462	-0.946	-0.894	73.234	-9.219	166.000	1.820	
		5.800	237.71	3.872	-273.150	0.000	96.072	10.000	-0.563	-0.920	-0.912	71.737	-11.686	166.000	1.810	
		5.900	240.29	3.872	-273.150	0.000	92.884	10.000	-0.674	-0.890	-0.935	70.069	-14.518	166.000	1.810	
		6.000	242.79	3.872	-273.150	0.000	89.984	10.000	-0.788	-0.853	-0.970	68.227	-17.688	166.000	1.810	
		6.100	245.20	3.872	-273.150	0.000	87.080	10.000	-0.902	-0.803	-1.010	66.180	-21.012	166.000	1.800	
		6.200	247.54	3.872	-273.150	0.000	84.096	10.000	-1.009	-0.738	-1.050	63.962	-24.352	166.000	1.800	
		6.300	249.83	3.872	-273.150	0.000	81.490	10.000	-1.107	-0.657	-1.096	61.546	-27.579	166.000	1.800	
		6.400	252.03	3.872	-273.150	0.000	79.305	10.000	-1.191	-0.560	-1.142	58.992	-30.487	166.000	1.800	
		6.500	254.18	3.872	-273.150	0.000	77.435	10.000	-1.257	-0.449	-1.187	56.235	-32.882	166.000	1.800	
		6.600	256.30	3.872	-273.150	0.000	76.165	10.000	-1.304	-0.333	-1.210	53.343	-34.594	166.000	1.800	
		6.700	258.40	3.872	-273.150	0.000	75.475	10.000	-1.335	-0.222	-1.226	50.362	-35.713	166.000	1.800	
		6.800	260.48	3.872	-273.150	0.000	74.980	10.000	-1.352	-0.123	-1.237	47.348	-36.285	166.000	1.800	
		6.900	262.55	3.872	-273.150	0.000	74.610	10.000	-1.355	-0.039	-1.237	44.353	-36.374	166.000	1.810	
		7.000	264.63	3.872	-273.150	0.000	74.810	10.000	-1.344	0.023	-1.230	41.504	-35.973	166.000	1.810	
		7.100	266.71	3.872	-273.150	0.000	75.010	10.000	-1.323	0.063	-1.202	38.974	-35.351	166.000	1.810	
		7.200	268.83	3.872	-273.150	0.000	75.224	10.000	-1.300	0.090	-1.173	36.698	-34.660	166.000	1.810	
