	Time	Time (s)	Distance [m]	Internal Batte [V]	Datalogger_Tem [°C]	Battery [V]	GPS_Speed [km/h]	GPS_Nsat [#]	GPS_LatAcc [g]	GPS_LonAcc [g]	GPS_Slope [deg]	GPS_Heading [deg]	GPS_Gyro [deg/s]	GPS_Altitude [m]	GPS_PosAccuracy [m]	
		69.800	2103.56	3.879	-273.150	0.000	123.323	10.000	-0.245	0.240	-0.609	92.943	-4.044	169.000	1.950	
		69.900	2107.01	3.879	-273.150	0.000	124.176	10.000	-0.180	0.238	-0.557	92.505	-2.931	169.000	1.950	
		70.000	2110.48	3.879	-273.150	0.000	124.976	10.000	-0.120	0.236	-0.505	92.142	-1.918	169.000	1.950	
		70.100	2113.97	3.879	-273.150	0.000	125.823	10.000	-0.068	0.235	-0.468	91.848	-1.054	169.000	1.950	
		70.200	2117.53	3.879	-273.150	0.000	126.684	10.000	-0.024	0.233	-0.444	91.609	-0.344	169.000	1.945	
		70.300	2121.07	3.879	-273.150	0.000	127.484	10.000	0.011	0.232	-0.427	91.419	0.209	169.000	1.940	
		70.400	2124.63	3.879	-273.150	0.000	128.332	10.000	0.037	0.231	-0.421	91.269	0.624	169.000	1.935	
		70.500	2128.22	3.879	-273.150	0.000	129.184	10.000	0.055	0.229	-0.424	91.171	0.902	169.000	1.930	
		70.600	2131.83	3.879	-273.150	0.000	129.984	10.000	0.066	0.228	-0.427	91.113	1.064	169.000	1.930	
		70.700	2135.46	3.879	-273.150	0.000	130.688	10.000	0.072	0.226	-0.432	91.084	1.146	169.000	1.925	
		70.800	2139.11	3.879	-273.150	0.000	131.192	10.000	0.074	0.225	-0.435	91.078	1.170	169.000	1.920	
		70.900	2142.76	3.879	-273.150	0.000	131.592	10.000	0.075	0.225	-0.435	91.072	1.170	169.000	1.920	
		71.000	2146.43	3.879	-273.150	0.000	131.992	10.000	0.076	0.224	-0.441	91.072	1.170	169.000	1.920	
		71.100	2150.11	3.879	-273.150	0.000	132.392	10.000	0.076	0.223	-0.452	91.083	1.170	169.000	1.915	
		71.200	2153.80	3.879	-273.150	0.000	133.032	10.000	0.076	0.222	-0.472	91.111	1.170	169.000	1.905	
		71.300	2157.53	3.879	-273.150	0.000	134.124	10.000	0.076	0.219	-0.503	91.174	1.159	169.000	1.895	
		71.400	2161.28	3.879	-273.150	0.000	135.088	10.000	0.075	0.216	-0.521	91.221	1.136	169.000	1.890	
		71.500	2165.05	3.879	-273.150	0.000	135.688	10.000	0.073	0.214	-0.521	91.238	1.102	169.000	1.890	
		71.600	2168.83	3.879	-273.150	0.000	136.288	10.000	0.071	0.213	-0.524	91.261	1.067	169.000	1.890	
		71.700	2172.67	3.879	-273.150	0.000	136.943	10.000	0.069	0.211	-0.527	91.284	1.033	169.000	1.890	
		71.800	2176.50	3.879	-273.150	0.000	137.594	10.000	0.067	0.209	-0.530	91.307	0.987	169.000	1.890	
		71.900	2180.33	3.879	-273.150	0.000	138.194	10.000	0.064	0.207	-0.533	91.324	0.941	169.000	1.885	
		72.000	2184.19	3.879	-273.150	0.000	138.843	10.000	0.058	0.202	-0.535	91.352	0.850	169.000	1.880	
		72.100	2188.07	3.879	-273.150	0.000	139.543	10.000	0.049	0.195	-0.536	91.398	0.713	169.000	1.880	
		72.200	2191.97	3.879	-273.150	0.000	140.390	10.000	0.037	0.186	-0.519	91.455	0.530	169.000	1.875	
		72.300	2195.90	3.879	-273.150	0.000	141.488	10.000	0.018	0.169	-0.482	91.518	0.256	169.000	1.865	
		72.400	2199.86	3.879	-273.150	0.000	142.541	10.000	-0.005	0.149	-0.433	91.581	-0.076	169.000	1.860	
		72.500	2203.84	3.879	-273.150	0.000	143.245	10.000	-0.023	0.137	-0.395	91.628	-0.341	168.510	1.860	
		72.600	2207.83	3.879	-273.150	0.000	143.647	9.510	-0.034	0.137	-0.375	91.651	-0.513	168.000	1.860	
		72.700	2211.83	3.879	-273.150	0.000	143.996	9.000	-0.043	0.143	-0.361	91.668	-0.640	168.000	1.865	
		72.800	2215.84	3.879	-273.150	0.000	144.494	9.000	-0.047	0.153	-0.352	91.679	-0.698	168.000	1.870	
		72.900	2219.87	3.879	-273.150	0.000	145.192	9.000	-0.047	0.164	-0.344	91.685	-0.687	168.000	1.870	
		73.000	2223.93	3.879	-273.150	0.000	145.894	9.000	-0.041	0.170	-0.332	91.680	-0.596	168.000	1.870	
		73.100	2228.04	3.879	-273.150	0.000	146.550	9.000	-0.032	0.171	-0.338	91.668	-0.458	168.000	1.870	
		73.200	2232.13	3.879	-273.150	0.000	147.200	9.000	-0.022	0.170	-0.358	91.656	-0.309	168.000	1.870	
		73.300	2236.23	3.879	-273.150	0.000	147.800	9.000	-0.010	0.166	-0.372	91.645	-0.148	168.000	1.865	
		73.400	2240.36	3.879	-273.150	0.000	148.400	9.000	0.002	0.161	-0.395	91.628	0.024	168.000	1.860	
		73.500	2244.49	3.879	-273.150	0.000	148.950	9.000	0.013	0.155	-0.415	91.611	0.184	168.000	1.860	
		73.600	2248.65	3.879	-273.150	0.000	149.450	9.000	0.023	0.150	-0.415	91.593	0.310	168.000	1.860	
		73.700	2252.81	3.879	-273.150	0.000	149.950	9.000	0.029	0.147	-0.398	91.576	0.402	168.000	1.860	
		73.782	2256.24	3.879	-273.150	0.000	150.360	9.000	0.030	0.145	-0.367	91.567	0.436	168.000	1.860	
Lap: 5	 01.15.066	0.000	-0.00	3.879	-273.150	0.000	150.360	9.000	0.030	0.145	-0.367	91.567	0.436	168.000	1.860	
		0.100	4.19	3.879	-273.150	0.000	150.828	9.000	0.025	0.147	-0.312	91.555	0.385	168.000	1.860	
		0.200	8.39	3.879	-273.150	0.000	151.292	9.000	0.013	0.152	-0.253	91.548	0.195	168.000	1.860	
		0.300	12.61	3.879	-273.150	0.000	151.892	9.000	-0.003	0.158	-0.210	91.548	-0.050	168.000	1.860	
		0.400	16.85	3.879	-273.150	0.000	152.492	9.000	-0.016	0.163	-0.185	91.548	-0.257	168.000	1.860	
		0.500	21.10	3.879	-273.150	0.000	153.092	9.000	-0.025	0.165	-0.157	91.548	-0.388	168.000	1.860	
		0.600	25.33	3.879	-273.150	0.000	153.717	9.000	-0.030	0.164	-0.141	91.548	-0.428	168.000	1.860	
		0.700	29.61	3.879	-273.150	0.000	154.355	9.000	-0.028	0.161	-0.147	91.548	-0.390	168.000	1.860	
		0.800	33.92	3.879	-273.150	0.000	154.886	9.000	-0.022	0.156	-0.145	91.548	-0.315	168.000	1.860	
		0.900	38.23	3.879	-273.150	0.000	155.455	9.000	-0.014	0.150	-0.147	91.544	-0.209	168.000	1.860	
		1.000	42.57	3.879	-273.150	0.000	155.955	9.000	-0.006	0.144	-0.141	91.533	-0.078	168.000	1.860	
		1.100	46.91	3.879	-273.150	0.000	156.455	9.000	0.003	0.139	-0.139	91.521	0.036	168.000	1.860	
		1.200	51.27	3.879	-273.150	0.000	156.924	9.000	0.011	0.135	-0.145	91.503	0.137	168.000	1.860	
		1.300	55.64	3.879	-273.150	0.000	157.355	9.310	0.015	0.131	-0.151	91.465	0.191	168.000	1.857	
		1.400	60.03	3.879	-273.150	0.000	157.824	10.000	0.016	0.128	-0.156	91.415	0.207	168.000	1.847	
		1.500	64.42	3.879	-273.150	0.000	158.255	10.000	0.015	0.125	-0.160	91.351	0.200	168.000	1.840	
		1.600	68.83	3.879	-273.150	0.000	158.724	10.000	0.012	0.123	-0.162	91.264	0.163	168.000	1.837	
		1.700	73.25	3.879	-273.150	0.000	159.155	10.000	0.007	0.120	-0.171	91.153	0.094	168.000	1.830	
		1.800	77.64	3.879	-273.150	0.000	159.620	10.000	0.000	0.117	-0.188	91.022	0.012	168.000	1.830	
		1.900	82.09	3.879	-273.150	0.000	160.020	10.000	-0.009	0.114	-0.199	90.862	-0.109	168.000	1.830	
		2.000	86.54	3.879	-273.150	0.000	160.420	10.000	-0.021	0.110	-0.189	90.669	-0.254	168.000	1.830	
		2.100	91.01	3.879	-273.150	0.000	160.790	10.000	-0.036	0.107	-0.179	90.444	-0.435	168.000	1.827	
		2.200	95.49	3.880	-273.150	0.000	161.120	10.000	-0.055	0.103	-0.175	90.190	-0.678	168.000	1.820	
		2.300	99.97	3.880	-273.150	0.000	161.490	10.000	-0.079	0.100	-0.151	89.896	-0.973	168.000	1.820	
		2.400	104.47	3.880	-273.150	0.000	161.820	10.000	-0.109	0.097	-0.145	89.580	-1.338	168.000	1.820	
		2.500	108.97	3.880	-273.150	0.000	162.190	10.000	-0.146	0.095	-0.154	89.241	-1.778	168.000	1.820	
		2.600	113.48	3.880	-273.150	0.000	162.490	10.000	-0.191	0.093	-0.178	88.882	-2.316	168.000	1.817	
		2.700	118.01	3.880	-273.150	0.000	162.820	10.000	-0.246	0.093	-0.225	88.516	-2.976	168.000	1.810	
		2.800	122.54	3.880	-273.150	0.000	163.190	10.000	-0.313	0.094	-0.285	88.145	-3.774	168.000	1.810	
		2.900	127.04	3.880	-273.150	0.000	163.487	10.000	-0.389	0.093	-0.332	87.768	-4.679	168.000	1.810	
		3.000	131.59	3.880	-273.150	0.000	163.787	10.000	-0.473	0.088	-0.369	87.381	-5.661	168.000	1.810	
		3.100	136.14	3.880	-273.150	0.000	164.116	10.000	-0.559	0.076	-0.406	87.000	-6.679	168.000	1.807	
		3.200	140.71	3.880	-273.150	0.000	164.458	10.000	-0.641	0.052	-0.447	86.607	-7.611	168.000	1.800	
		3.300	145.29	3.880	-273.150	0.000	164.658	10.000	-0.707	0.007	-0.450	86.206	-8.341	168.000	1.800	
		3.400	149.86	3.880	-273.150	0.000	164.742	10.000	-0.750	-0.062	-0.461	85.802	-8.804	168.000	1.797	
		3.500	154.43	3.880	-273.150	0.000	164.426	10.000	-0.765	-0.158	-0.471	85.386	-8.957	168.000	1.790	
		3.600	158.98	3.880	-273.150	0.000	163.884	10.000	-0.748	-0.283	-0.479	84.962	-8.745	168.000	1.787	
		3.700	163.51	3.880	-273.150	0.000	163.049	10.000	-0.695	-0.438	-0.488	84.531	-8.115	167.710	1.780	
		3.800	167.98	3.880	-273.150	0.000	160.975	10.000	-0.609	-0.614	-0.493	84.081	-7.129	167.000	1.780	
		3.900	172.38	3.880	-273.150	0.000	158.359	10.000	-0.510	-0.789	-0.494	83.616	-6.002	167.000	1.777	
		4.000	176.65	3.880	-273.150	0.000	155.292	10.000	-0.408	-0.947	-0.501	83.133	-4.835	167.000	1.770	
		4.100	180.86	3.880	-273.150	0.000	151.356	10.000	-0.313	-1.076	-0.515	82.619	-3.747	167.000	1.767	
		4.200	184.94	3.880	-273.150	0.000	146.836	10.000	-0.239	-1.159	-0.530	82.071	-2.923	167.000	1.760	
		4.300	188.90	3.880	-273.150	0.000	142.840	10.000	-0.191	-1.187	-0.543	81.485	-2.447	167.000	1.760	
		4.400	192.75	3.880	-273.150	0.000	138.396	10.000	-0.161	-1.185	-0.562	80.857	-2.161	167.000	1.757	
		4.500	196.48	3.880	-273.150	0.000	134.208	10.000	-0.145	-1.163	-0.585	80.191	-2.049	167.000	1.750	
		4.600	200.10	3.880	-273.150	0.000	130.308	10.000	-0.138	-1.132	-0.611	79.479	-2.029	167.000	1.747	
		4.700	203.61	3.880	-273.150	0.000	126.436	10.000	-0.140	-1.102	-0.645	78.715	-2.120	167.000	1.740	
		4.800	207.02	3.880	-273.150	0.000	122.692	10.000	-0.152	-1.080	-0.678	77.882	-2.390	167.000	1.740	
		4.900	210.32	3.880	-273.150	0.000	119.064	10.000	-0.177	-1.063	-0.712	76.983	-2.902	167.000	1.740	
		5.000	213.53	3.880	-273.150	0.000	115.364	10.000	-0.218	-1.049	-0.762	76.018	-3.709	167.000	1.737	
		5.100	216.63	3.880	-273.150	0.000	111.636	10.000	-0.277	-1.032	-0.822	74.964	-4.898	167.000	1.724	
		5.200	219.60	3.880	-273.150	0.000	107.982	10.000	-0.354	-1.006	-0.867	73.830	-6.585	167.000	1.710	
		5.300	222.50	3.880	-273.150	0.000	104.501	10.000	-0.452	-0.961	-0.886	72.561	-8.820	167.000	1.710	
		5.400	225.31	3.880	-273.150	0.000	101.098	10.000	-0.550	-0.901	-0.885	71.280	-11.143	167.000	1.707	
		5.500	228.06	3.880	-273.150	0.000	98.822	10.000	-0.623	-0.847	-0.901	70.275	-12.946	167.000	1.700	
		5.600	230.76	3.880	-273.150	0.000	97.422	10.000	-0.678	-0.801	-0.932	69.499	-14.305	167.000	1.700	
		5.700	233.43	3.880	-273.150	0.000	96.076	10.000	-0.731	-0.753	-0.957	68.707	-15.661	167.000	1.700	
		5.800	236.07	3.880	-273.150	0.000	94.876	10.000	-0.782	-0.699	-0.955	67.847	-16.968	167.000	1.700	
		5.900	238.66	3.880	-273.150	0.000	93.271	10.000	-0.851	-0.624	-0.971	66.598	-18.720	167.000	1.697	
		6.000	241.18	3.880	-273.150	0.000	90.598	10.000	-0.976	-0.479	-1.083	63.800	-21.905	167.000	1.690	
		6.100	243.63	3.880	-273.150	0.000	88.268	10.000	-1.124	-0.319	-1.341	59.459	-25.505	167.000	1.690	
		6.200	246.04	3.880	-273.150	0.000	86.830	10.000	-1.234	-0.232	-1.648	55.160	-28.071	167.000	1.690	
		6.300	248.40	3.880	-273.150	0.000	85.944	10.000	-1.283	-0.210	-1.734	52.482	-29.253	166.740	1.693	
		6.400	250.77	3.880	-273.150	0.000	85.318	10.000	-1.319	-0.197	-1.783	49.743	-30.196	166.000	1.700	
		6.500	253.12	3.880	-273.150	0.000	84.592	10.000	-1.339	-0.188	-1.799	47.019	-30.875	166.000	1.700	
		6.600	255.45	3.880	-273.150	0.000	83.844	9.740	-1.344	-0.182	-1.744	44.359	-31.256	166.000	1.700	
		6.700	257.76	3.880	-273.150	0.000	83.218	9.000	-1.333	-0.176	-1.601	41.817	-31.362	166.000	1.700	
		6.800	260.05	3.880	-273.150	0.000	82.518	9.260	-1.312	-0.167	-1.458	39.501	-31.317	166.000	1.700	
		6.900	262.33	3.880	-273.150	0.000	81.844	10.000	-1.286	-0.150	-1.319	37.410	-31.259	166.000	1.700	
		7.000	264.59	3.880	-273.150	0.000	81.322	10.000	-1.257	-0.117	-1.201	35.565	-31.125	166.000	1.700	
		7.100	266.83	3.880	-273.150	0.000	80.944	10.000	-1.221	-0.064	-1.099	33.977	-30.754	166.000	1.700	
		7.200	269.07	3.880	-273.150	0.000	80.552	10.000	-1.173	0.008	-0.998	32.651	-29.913	166.000	1.700	
		7.300	271.32	3.880	-273.150	0.000	80.830	10.000	-1.096	0.087	-0.949	31.622	-28.346	166.000	1.700	
		7.400	273.56	3.880	-273.150	0.000	81.400	10.000	-0.985	0.157	-0.945	30.857	-25.673	165.750	1.700	
		7.500	275.84	3.880	-273.150	0.000	82.225	10.000	-0.872	0.207	-0.941	30.410	-22.579	165.000	1.700	
		7.600	278.15	3.880	-273.150	0.000	83.125	10.000	-0.767	0.243	-0.924	30.170	-19.485	165.000	1.700	
		7.700	280.48	3.880	-273.150	0.000	84.075	10.000	-0.655	0.270	-0.899	29.963	-16.288	165.000	1.702	
		7.800	282.85	3.880	-273.150	0.000	85.175	10.000	-0.522	0.271	-0.854	29.863	-12.788	165.000	1.710	
		7.900	285.25	3.880	-273.150	0.000	86.250	10.000	-0.369	0.266	-0.805	29.797	-8.897	165.000	1.710	
		8.000	287.67	3.880	-273.150	0.000	87.225	10.000	-0.139	0.240	-0.742	29.852	-3.397	165.000	1.710	
		8.100	290.12	3.880	-273.150	0.000	88.125	10.000	0.157	0.191	-0.657	30.095	3.232	165.000	1.710	
		8.200	292.58	3.880	-273.150	0.000	88.850	10.000	0.478	0.135	-0.577	30.599	10.114	165.000	1.710	
		8.300	295.06	3.880	-273.150	0.000	89.050	10.000	0.826	0.082	-0.521	31.404	18.101	165.000	1.712	
		8.400	297.54	3.880	-273.150	0.000	89.275	10.000	1.150	0.051	-0.388	32.444	25.623	165.000	1.722	
		8.500	300.02	3.880	-273.150	0.000	89.475	10.000	1.404	0.047	-0.275	33.705	31.216	165.000	1.730	
		8.600	302.48	3.880	-273.150	0.000	89.376	10.000	1.563	0.069	-0.173	35.175	34.274	165.000	1.735	
		8.700	304.97	3.880	-273.150	0.000	89.396	10.000	1.618	0.103	-0.040	36.886	34.930	165.000	1.750	
		8.800	307.46	3.880	-273.150	0.000	89.844	10.000	1.588	0.123	0.088	38.832	33.480	165.240	1.750	
		8.900	309.97	3.880	-273.150	0.000	90.444	10.000	1.535	0.117	0.249	40.967	31.701	165.760	1.750	
		9.000	312.50	3.880	-273.150	0.000	90.948	10.000	1.488	0.090	0.454	43.305	30.279	165.000	1.752	
		9.100	315.03	3.880	-273.150	0.000	91.172	10.000	1.468	0.045	0.666	45.833	29.667	165.000	1.762	
		9.200	317.57	3.880	-273.150	0.000	91.364	10.000	1.489	-0.006	0.832	48.511	30.168	165.000	1.770	
		9.300	320.10	3.880	-273.150	0.000	91.214	10.000	1.552	-0.045	0.905	51.255	31.933	165.000	1.772	
		9.400	322.63	3.880	-273.150	0.000	91.052	10.000	1.624	-0.059	0.953	54.017	34.048	165.000	1.780	
		9.500	325.16	3.880	-273.150	0.000	90.852	10.000	1.683	-0.043	0.914	56.768	35.968	165.240	1.782	
		9.600	327.68	3.880	-273.150	0.000	90.652	10.000	1.708	-0.000	0.802	59.470	37.165	166.000	1.790	
		9.700	330.17	3.880	-273.150	0.000	90.592	10.000	1.676	0.065	0.675	62.070	36.931	166.000	1.790	
		9.800	332.70	3.880	-273.150	0.000	91.015	10.000	1.569	0.137	0.526	64.562	34.508	166.000	1.790	
		9.900	335.24	3.880	-273.150	0.000	91.561	10.000	1.424	0.196	0.393	66.933	31.084	166.000	1.790	
		10.000	337.80	3.880	-273.150	0.000	92.307	10.000	1.263	0.237	0.256	69.196	27.331	166.000	1.792	
		10.100	340.39	3.880	-273.150	0.000	93.161	10.000	1.103	0.262	0.138	71.336	23.627	166.000	1.800	
		10.200	343.00	3.880	-273.150	0.000	93.930	10.000	0.961	0.276	0.084	73.353	20.266	166.000	1.800	
		10.300	345.64	3.880	-273.150	0.000	94.953	10.000	0.854	0.287	0.098	75.228	17.863	166.000	1.802	
		10.400	348.31	3.880	-273.150	0.000	96.053	10.000	0.772	0.299	0.094	76.987	16.101	166.000	1.810	
		10.500	351.00	3.880	-273.150	0.000	97.153	10.000	0.708	0.311	0.074	78.622	14.699	166.000	1.810	
		10.600	353.73	3.880	-273.150	0.000	98.253	10.000	0.654	0.320	0.049	80.138	13.465	166.000	1.810	
		10.700	356.49	3.880	-273.150	0.000	99.376	10.000	0.604	0.326	0.030	81.505	12.330	166.000	1.810	
		10.800	359.29	3.880	-273.150	0.000	100.576	10.000	0.555	0.329	-0.013	82.702	11.230	166.000	1.810	
		10.900	362.09	3.880	-273.150	0.000	101.742	10.000	0.505	0.329	-0.050	83.761	10.131	166.000	1.810	
		11.000	364.94	3.880	-273.150	0.000	102.864	10.000	0.451	0.327	-0.098	84.698	8.970	166.000	1.810	
		11.100	367.83	3.880	-273.150	0.000	104.064	10.000	0.393	0.323	-0.153	85.521	7.740	166.000	1.810	
		11.200	370.76	3.880	-273.150	0.000	105.242	10.000	0.332	0.317	-0.196	86.227	6.451	166.000	1.810	
		11.300	373.71	3.880	-273.150	0.000	106.320	10.000	0.270	0.312	-0.225	86.814	5.160	166.000	1.810	
		11.400	376.69	3.880	-273.150	0.000	107.342	10.000	0.209	0.308	-0.226	87.317	3.938	166.000	1.810	
		11.500	379.70	3.880	-273.150	0.000	108.420	10.000	0.152	0.304	-0.210	87.760	2.804	166.000	1.810	
		11.600	382.74	3.880	-273.150	0.000	109.420	10.000	0.103	0.302	-0.174	88.135	1.836	166.000	1.810	
		11.700	385.81	3.880	-273.150	0.000	110.442	10.000	0.064	0.299	-0.143	88.440	1.087	166.000	1.810	
		11.800	388.91	3.880	-273.150	0.000	111.542	10.000	0.039	0.296	-0.146	88.680	0.641	166.000	1.810	
		11.900	392.04	3.880	-273.150	0.000	112.620	10.000	0.022	0.289	-0.161	88.865	0.345	166.000	1.808	
		12.000	395.16	3.880	-273.150	0.000	113.610	10.000	0.011	0.280	-0.190	89.002	0.160	166.000	1.802	
		12.100	398.35	3.880	-273.150	0.000	114.631	10.000	0.003	0.268	-0.224	89.096	0.050	166.000	1.810	
		12.200	401.56	3.880	-273.150	0.000	115.668	10.000	-0.004	0.255	-0.251	89.144	-0.051	166.000	1.810	
		12.300	404.80	3.880	-273.150	0.000	116.468	10.000	-0.012	0.243	-0.269	89.150	-0.198	166.000	1.810	
		12.400	408.05	3.880	-273.150	0.000	117.268	10.000	-0.023	0.234	-0.263	89.132	-0.386	166.000	1.810	
		12.500	411.33	3.880	-273.150	0.000	118.047	10.000	-0.035	0.228	-0.230	89.086	-0.602	166.000	1.810	
		12.600	414.63	3.880	-273.150	0.000	118.768	10.000	-0.050	0.227	-0.177	89.037	-0.854	166.000	1.810	
		12.700	417.95	3.880	-273.150	0.000	119.568	10.000	-0.065	0.230	-0.124	88.978	-1.111	166.000	1.810	
		12.800	421.30	3.880	-273.150	0.000	120.389	10.000	-0.082	0.235	-0.090	88.911	-1.391	166.000	1.810	
		12.900	424.67	3.880	-273.150	0.000	121.289	10.000	-0.102	0.240	-0.059	88.857	-1.699	166.000	1.808	
		13.000	428.06	3.880	-273.150	0.000	122.189	10.000	-0.121	0.242	-0.043	88.811	-2.038	166.000	1.802	
		13.100	431.45	3.880	-273.150	0.000	123.080	10.000	-0.140	0.242	-0.032	88.770	-2.351	166.000	1.810	
		13.200	434.89	3.880	-273.150	0.000	123.960	10.000	-0.155	0.238	-0.023	88.749	-2.616	166.000	1.810	
		13.300	438.35	3.880	-273.150	0.000	124.760	10.000	-0.159	0.232	-0.023	88.740	-2.699	166.000	1.810	
		13.400	441.84	3.880	-273.150	0.000	125.560	10.000	-0.150	0.226	-0.024	88.742	-2.525	166.000	1.810	
		13.500	445.35	3.880	-273.150	0.000	126.360	10.000	-0.130	0.220	-0.030	88.758	-2.172	166.000	1.810	
		13.600	448.88	3.880	-273.150	0.000	127.120	10.000	-0.100	0.217	-0.036	88.793	-1.663	166.000	1.810	
		13.700	452.43	3.880	-273.150	0.000	127.760	10.000	-0.061	0.217	-0.047	88.832	-1.021	166.000	1.810	
		13.800	456.00	3.880	-273.150	0.000	128.560	10.000	-0.017	0.219	-0.053	88.889	-0.288	166.000	1.812	
		13.900	459.60	3.880	-273.150	0.000	129.360	10.000	0.027	0.223	-0.059	88.951	0.432	166.000	1.820	
		14.000	463.21	3.880	-273.150	0.000	130.160	10.000	0.069	0.227	-0.072	89.031	1.087	166.000	1.820	
		14.100	466.85	3.880	-273.150	0.000	130.980	10.000	0.108	0.229	-0.091	89.116	1.692	166.000	1.820	
		14.200	470.51	3.880	-273.150	0.000	131.860	10.000	0.142	0.230	-0.119	89.221	2.215	165.800	1.820	
		14.300	474.16	3.880	-273.150	0.000	132.652	10.000	0.170	0.228	-0.139	89.337	2.614	165.000	1.820	
		14.400	477.87	3.880	-273.150	0.000	133.452	10.000	0.194	0.224	-0.150	89.465	2.968	165.000	1.820	
		14.500	481.60	3.880	-273.150	0.000	134.233	10.000	0.212	0.219	-0.156	89.605	3.244	165.000	1.820	
		14.600	485.35	3.880	-273.150	0.000	134.952	10.000	0.224	0.214	-0.159	89.754	3.406	165.000	1.820	
		14.700	489.12	3.880	-273.150	0.000	135.733	10.000	0.227	0.208	-0.151	89.903	3.444	165.000	1.818	
		14.800	492.91	3.880	-273.150	0.000	136.433	10.000	0.221	0.202	-0.133	90.047	3.326	165.000	1.810	
		14.900	496.72	3.880	-273.150	0.000	137.133	10.000	0.208	0.196	-0.110	90.171	3.084	165.000	1.810	
		15.000	500.54	3.880	-273.150	0.000	137.833	10.000	0.192	0.191	-0.089	90.284	2.786	165.000	1.810	
		15.100	504.39	3.880	-273.150	0.000	138.514	9.810	0.174	0.187	-0.079	90.383	2.497	165.000	1.810	
		15.200	508.26	3.880	-273.150	0.000	139.114	9.000	0.160	0.183	-0.074	90.454	2.262	165.000	1.810	
		15.300	512.14	3.880	-273.150	0.000	139.714	9.000	0.153	0.179	-0.072	90.486	2.124	165.000	1.810	
		15.400	516.00	3.880	-273.150	0.000	140.290	9.000	0.148	0.173	-0.059	90.505	2.082	165.000	1.810	
		15.500	519.91	3.880	-273.150	0.000	140.808	9.000	0.144	0.159	-0.037	90.501	2.043	165.000	1.810	
		15.600	523.83	3.880	-273.150	0.000	141.426	9.000	0.132	0.136	-0.022	90.474	1.895	165.000	1.810	
		15.700	527.78	3.880	-273.150	0.000	142.036	9.000	0.106	0.096	-0.017	90.422	1.540	165.000	1.810	
		15.800	531.73	3.880	-273.150	0.000	142.236	9.000	0.056	0.033	-0.016	90.337	0.867	165.000	1.810	
		15.900	535.69	3.880	-273.150	0.000	142.364	9.000	-0.013	-0.052	-0.011	90.230	-0.087	165.000	1.810	
		16.000	539.63	3.880	-273.150	0.000	142.092	9.000	-0.096	-0.156	-0.011	90.096	-1.234	165.000	1.810	
		16.100	543.56	3.880	-273.150	0.000	141.456	9.180	-0.187	-0.277	-0.013	89.916	-2.503	165.000	1.810	
		16.200	547.46	3.879	-273.150	0.000	140.476	10.000	-0.277	-0.411	-0.025	89.681	-3.777	165.000	1.810	
		16.300	551.31	3.879	-273.150	0.000	138.586	10.000	-0.352	-0.551	-0.032	89.362	-4.850	165.000	1.810	
		16.400	555.10	3.879	-273.150	0.000	136.232	10.000	-0.404	-0.686	-0.020	88.985	-5.644	165.000	1.810	
		16.500	558.77	3.879	-273.150	0.000	133.590	10.000	-0.434	-0.811	-0.003	88.555	-6.138	165.000	1.810	
		16.600	562.40	3.879	-273.150	0.000	130.488	10.000	-0.440	-0.922	0.013	88.058	-6.344	165.000	1.810	
		16.700	565.92	3.879	-273.150	0.000	126.905	10.000	-0.423	-1.010	0.020	87.468	-6.255	165.000	1.810	
		16.800	569.35	3.879	-273.150	0.000	123.303	10.000	-0.387	-1.063	0.038	86.770	-5.830	165.000	1.810	
		16.900	572.66	3.879	-273.150	0.000	119.356	10.000	-0.351	-1.088	0.055	85.992	-5.380	165.000	1.810	
		17.000	575.89	3.879	-273.150	0.000	116.394	10.000	-0.329	-1.092	0.071	85.356	-5.121	165.000	1.810	
		17.100	579.08	3.879	-273.150	0.000	114.594	10.000	-0.320	-1.086	0.082	84.861	-5.052	165.000	1.810	
		17.200	582.21	3.879	-273.150	0.000	112.777	10.000	-0.313	-1.080	0.095	84.344	-5.038	165.000	1.810	
		17.300	585.29	3.879	-273.150	0.000	110.894	10.000	-0.318	-1.068	0.112	83.759	-5.290	165.000	1.810	
		17.400	588.31	3.879	-273.150	0.000	108.635	10.000	-0.328	-1.055	0.131	82.996	-5.636	165.000	1.810	
		17.500	591.19	3.879	-273.150	0.000	103.795	10.000	-0.368	-1.025	0.160	81.191	-6.684	165.000	1.810	
		17.600	593.90	3.879	-273.150	0.000	97.618	10.000	-0.447	-0.983	0.184	78.820	-8.856	165.000	1.810	
		17.700	596.46	3.879	-273.150	0.000	93.080	10.000	-0.498	-0.955	0.184	77.631	-10.677	165.000	1.810	
		17.800	598.92	3.879	-273.150	0.000	88.612	10.000	-0.556	-0.920	0.188	76.369	-12.726	165.000	1.810	
		17.900	601.27	3.879	-273.150	0.000	84.408	10.000	-0.620	-0.877	0.183	74.968	-15.137	165.000	1.808	
		18.000	603.51	3.879	-273.150	0.000	80.836	10.000	-0.700	-0.826	0.177	73.112	-18.003	165.000	1.800	
		18.100	605.68	3.879	-273.150	0.000	77.952	10.000	-0.794	-0.763	0.175	70.804	-21.220	165.000	1.800	
		18.200	607.77	3.879	-273.150	0.000	75.232	10.000	-0.889	-0.689	0.187	68.313	-24.418	165.000	1.800	
